Frase,Autor,Cat1,Cat2,Cat3,Cat4,,,
"El hombre actual ha nacido o bien para vivir entre las convulsiones de la inquietud, o bien en el letargo del aburrimiento.",Voltaire (1694-1778) Filósofo y escritor francés.,TIEMPO,PRESENTE,NULL,NULL,,,
"Ninguna época ha sabido tantas y tan diversas cosas del hombre como la nuestra. Pero en verdad, nunca se ha sabido menos qué es el hombre.",Martin Heidegger (1889-1976) Filósofo alemán.,NATURALEZA,SER HUMANO,PALABRAS,NULL,,,
"Visto un león, están vistos todos, pero visto un hombre, sólo está visto uno, y además mal conocido.",Baltasar Gracián (1601-1658) Escritor español.,NATURALEZA,SER HUMANO,LENGUAJE,LENGUAS,,,
"Haz justicia con alguien y acabarás por amarlo. Pero si eres injusto con él, acabarás por odiarlo.",John Ruskin (1819-1900) Crítico y escritor británico.,CUALIDADES,FORTALEZA,NULL,NULL,,,
Sólo pensar en traicionar es ya una traición consumada.,Cesare Cantù (1804-1895) Historiador italiano.,MISCELÁNEA,REALIDAD,NULL,NULL,,,
Donde hay poca justicia es un peligro tener razón.,Francisco de Quevedo (1580-1645) Escritor español.,CUALIDADES,SABIDURÍA,NULL,NULL,,,
No hagáis el mal y no existirá.,Leon Tolstoi (1828-1910) Escritor ruso.,PENSAMIENTO Y RAZÓN,NULL,NULL,NULL,,,
¿Qué importa saber lo qué es una recta si no se sabe lo que es la rectitud?,Séneca (2 AC-65) Filósofo latino.,MISCELÁNEA,APARIENCIA,NULL,NULL,,,
Si conociéramos el verdadero fondo de todo tendríamos compasión hasta de las estrellas.,Graham Greene (1904-1991) Novelista británico.,MISCELÁNEA,FIESTAS,NULL,NULL,,,
"El cerebro no es un vaso por llenar, sino una lámpara por encender.",Plutarco (50-125) Escritor griego.,MISCELÁNEA,NULL,NULL,NULL,,,
El arte de vivir es sacrificar una pasión baja a otra más alta.,François Mauriac (1905-1970) Escritor francés.,NATURALEZA,SER HUMANO,HABLAR,NULL,,,
Los actos contra la naturaleza engendran disturbios contra la naturaleza.,William Shakespeare (1564-1616) Escritor británico.,MISCELÁNEA,SONRISA,NULL,NULL,,,
"Una necedad, aunque la repitan millones de bocas, no dejan de ser una necedad.",Anatole France (1844-1924) Escritor francés.,SENTIMIENTOS,ALEGRÍA,NULL,NULL,,,
Una conducta desarreglada aguza el ingenio y falsea el juicio.,Louis de Bonald (1754-1840) Filósofo y político francés.,SENTIMIENTOS,ALEGRÍA,NULL,NULL,,,
"Si el semblante de la virtud pudiera verse, enamoraría a todos.",Platón (427 AC-347 AC) Filósofo griego.,NATURALEZA,SER HUMANO,NULL,NULL,,,
"La unidad es la variedad, y la variedad en la unidad es la ley suprema del universo.",Isaac Newton (1642-1727) Matemático y físico británico.,MISCELÁNEA,SALUD,NULL,NULL,,,
¿Qué puede haber imprevisto para el que nada ha previsto?,Paul Valéry (1871-1945) Escritor francés.,SOCIEDAD,MUJERES,NULL,NULL,,,
El presente es la viviente suma total del pasado.,"Thomas Carlyle (1795-1881) Historiador, pensador y ensayista inglés.",MISCELÁNEA,CONSEJO,NULL,NULL,,,
Una palabra bien elegida puede economizar no sólo cien palabras sino cien pensamientos.,Henri Poincaré (1854-1912) Matemático francés.,MISCELÁNEA,ERRORES,NULL,NULL,,,
En el idioma está el árbol genealógico de una nación,Samuel Johnson (1709-1784) Escritor inglés.,SENTIMIENTOS,FELICIDAD,NULL,NULL,,,
"Ante el inminente peligro, la fortaleza es lo que cuenta.",Lucano (39-65) Escritor latino.,MISCELÁNEA,ERRORES,NULL,NULL,,,
Todo lo racional es real; y todo lo real es racional.,Friedrich Hegel (1770-1831) Filósofo alemán.,PENSAMIENTO Y RAZÓN,ILUSIONES,NULL,NULL,,,
"Saber para prever, a fin de poder.",Auguste Comte (1798-1857) Filósofo francés.,SOCIEDAD,HOMBRES,NULL,NULL,,,
El pensamiento es el corcel; la razón el jinete.,George Sand (1804-1876) Escritora francesa.,CUALIDADES,EFICACIA,NULL,NULL,,,
Sírvete de lo aparente como indicio de lo inaparente.,Solón de Atenas (640 A.C.-558 A.C.) Legislador griego,TIEMPO,JUVENTUD,NULL,NULL,,,
En las fiestas no te sientes jamás; puede sentarse a tu lado alguien que no te guste.,Groucho Marx (1890-1977) Actor estadounidense.,SOCIEDAD,LIBERTAD,NULL,NULL,,,
Lo que no ha pasado a mediodía puede pasar por la noche.,"César Borgia (1475-1507) Príncipe, guerrero y político italiano.",SOCIEDAD,MATRIMONIO,NULL,NULL,,,
Hablar es el arte de sofocar e interrumpir el pensamiento.,"Thomas Carlyle (1795-1881) Historiador, pensador y ensayista inglés.",SOCIEDAD,MATRIMONIO,DIVORCIO,NULL,,,
El niño reconoce a la madre por la sonrisa.,Leon Tolstoi (1828-1910) Escritor ruso.,MISCELÁNEA,NULL,NULL,NULL,,,
No hay mejor alegría que la que mejor alegría difunde entre los demás.,Henry F. Hoar,MISCELÁNEA,MORIR,NULL,NULL,,,
La alegría es pena que se disimula; sobre la tierra no hay más que dolores.,Selma Lagerlöf (1858-1940) Escritora sueca.,NATURALEZA,MUERTE,NULL,NULL,,,
"De todos los animales de la creación el hombre es el único que bebe sin tener sed, come sin tener hambre y habla sin tener nada que decir.",John Steinbeck (1902-1968) Escritor estadounidense.,SOCIEDAD,RELIGIÓN,DIOS,NULL,,,
"Una salud demasiado espléndida es inquietante, pues su vecina, la enfermedad, está presta siempre a abatirla.",Giovanni Papini (1881-1956) Escritor italiano.,CUALIDADES,HEROÍSMO,HÉROE,NULL,,,
La amistad entre dos mujeres comienza o acaba por ser un complot contra una tercera.,Alphonse Karr (1808-1890) Escritor francés.,MISCELÁNEA,SUPERSTICIÓN,NULL,NULL,,,
"No existe el hombre que haya podido descubrir el medio de dar un consejo de amigo a una mujer, ni siquiera a la suya.",Honoré de Balzac (1799-1850) Escritor francés.,SOCIEDAD,RELIGIÓN,NULL,NULL,,,
Terrible es el error cuando usurpa el nombre de la ciencia.,Jaime Luciano Balmes (1810-1848) Filósofo y sacerdote español.,DEFECTOS,IGNORANCIA,NULL,NULL,,,
"Cuando se es feliz, queda mucho por hacer: consolar a los demás.",Jules Renard (1864-1910) Escritor y dramaturgo francés.,CUALIDADES,TALENTO,NULL,NULL,,,
Los errores más pequeños son siempre los mejores.,Molière (1622-1673) Comediografo francés.,PENSAMIENTO Y RAZÓN,RECUERDOS,NULL,NULL,,,
¿La ilusión? Eso cuesta caro. A mí me costó vivir más de lo debido.,Juan Rulfo (1917-1986) Novelista y cuentista mexicano.,SOCIEDAD,TRABAJO,NULL,NULL,,,
Un hombre vulgar puede acabarse lo mismo que un gran hombre.,Arthur Miller (1915-2005) Dramaturgo estadounidense.,NATURALEZA,VIDA,NULL,NULL,,,
Las arañas atrapan a las moscas y dejan huir a las avispas.,Plutarco (50-125) Escritor griego.,CUALIDADES,VIRTUD,NULL,NULL,,,
Un cura joven hace los mejores sermones.,Alfred de Musset (1810-1857) Poeta francés.,CUALIDADES,TOLERANCIA,NULL,NULL,,,
La libertad consiste en poder hacer lo que se debe hacer.,Montesquieu (1689-1755) Escritor y político francés.,MISCELÁNEA,DEBER,NULL,NULL,,,
Todos deben casarse; no es lícito sustraerse egoístamente a una calamidad general.,Moritz Gottlieb Saphir (1795-1858) Escritor alemán.,CUALIDADES,HUMILDAD,NULL,NULL,,,
"El divorcio probablemente se remonta a la misma época que el matrimonio. Yo creo, sin embargo, que el matrimonio es algunas semanas más antiguo.",Voltaire (1694-1778) Filósofo y escritor francés.,MISCELÁNEA,NULL,NULL,NULL,,,
El psicoanálisis es el cubismo de la medicina.,Pío Baroja (1872-1956) Escritor español.,SOCIEDAD,BUROCRACIA,NULL,NULL,,,
"Morimos sólo una vez, pero durante mucho tiempo.",Molière (1622-1673) Comediografo francés.,ARTE,NULL,NULL,NULL,,,
Una muerte bella honra toda la vida.,Francesco Petrarca (1304-1374) Poeta italiano.,MISCELÁNEA,PATRIA,NULL,NULL,,,
"Le expliqué que el mundo es una sinfonía, pero que Dios toca de oído.",Ernesto Sábato (1911-2011) Escritor argentino.,MISCELÁNEA,MORIR,NULL,NULL,,,
Desgraciado el país que necesita héroes.,Bertolt Brecht (1898-1956) Dramaturgo y poeta alemán.,DEFECTOS,MALDAD,NULL,NULL,,,
La superstición es la religión de las mentes débiles.,Edmund Burke (1729-1797) Político y escritor irlandés.,MISCELÁNEA,INJURIA,NULL,NULL,,,
Se cambia mas fácilmente de religión que de café.,Georges Courteline (1858-1929) Dramaturgo y novelista francés.,SOCIEDAD,DIPLOMACIA,NULL,NULL,,,
La ignorancia es la madre de todos los crímenes.,Honoré de Balzac (1799-1850) Escritor francés.,TIEMPO,INFANCIA,NULL,NULL,,,
"Normalmente, aquellos que poseen un gran talento, son ingenuos.",Montesquieu (1689-1755) Escritor y político francés.,NATURALEZA,VIDA,NULL,NULL,,,
El recuerdo es vecino del remordimiento.,Victor Hugo (1802-1885) Novelista francés.,NATURALEZA,VIDA,NULL,NULL,,,
"Días de trabajo, únicos días en los que he vivido.",Alfred de Musset (1810-1857) Poeta francés.,MISCELÁNEA,NULL,NULL,NULL,,,
"La ""vida fácil"" suele ser la más difícil.",Enrique Jardiel Poncela (1901-1952) Escritor español.,NATURALEZA,VIDA,NULL,NULL,,,
Yo honro con el nombre de virtud a la costumbre de realizar acciones penosas y útiles a los demás.,Stendhal (1783-1842) Escritor francés.,CUALIDADES,HONRADEZ,NULL,NULL,,,
Hay un límite en que la tolerancia deja de ser virtud.,Edmund Burke (1729-1797) Político y escritor irlandés.,MISCELÁNEA,INTERPRETACIONES,NULL,NULL,,,
"El que no piensa en sus deberes sino cuando se los recuerdan, no es digno de estimación.",Plauto (254 AC-184 AC) Dramaturgo cómico romano.,CUALIDADES,HEROÍSMO,HÉROE,NULL,,,
La verdadera humildad consiste en estar satisfecho.,Henry F. Amiel (1821-1881) Escritor suizo.,SOCIEDAD,HOMBRES,NULL,NULL,,,
"Mercaderes e industriales no deben ser admitidos a la ciudanía, porque su género de vida es abyecto y contrario a la virtud.",Aristóteles (384 AC-322 AC) Filósofo griego.,SENTIMIENTOS,FELICIDAD,NULL,NULL,,,
La burocracia en los países latinos parece que se ha establecido para vejar al público,Pío Baroja (1872-1956) Escritor español.,MISCELÁNEA,CONOCERSE,NULL,NULL,,,
"El hombre dotado de inteligencia puede con el don de saber que posee, conseguir la capacidad necesaria para toda la técnica y destreza artística.",Kazimierz Brandys (1916-2000) Novelista y ensayista polaco.,PENSAMIENTO Y RAZÓN,OPINIÓN,NULL,NULL,,,
"Donde quiera que se esté bien, allí está la patria.","Cicerón (106 AC-43 AC) Escritor, orador y político romano.",SENTIMIENTOS,SATISFACCIÓN,NULL,NULL,,,
"El hombre nace sin dientes, sin cabello y sin ilusiones. Y muere lo mismo: sin dientes, sin cabellos y sin ilusiones.",Alejandro Dumas (1802-1870) Escritor francés.,SOCIEDAD,GUERRA,NULL,NULL,,,
Acusar a la maldad de los tiempos es excusarnos a nosotros mismos.,Thomas Fuller (1610-1661) Clérigo y escritor británico.,DEFECTOS,CRUELDAD,NULL,NULL,,,
"Si otro te injuria, puedes olvidarlo; si injurias tú nunca olvidarás.","Khalil Gibran (1883-1931) Ensayista, novelista y poeta libanés.",MISCELÁNEA,OBRAR,NULL,NULL,,,
"Si falta la diplomacia, recurrid a la mujer.",Carlo Goldoni (1707-1793) Dramaturgo italiano.,MISCELÁNEA,CONSEJO,NULL,NULL,,,
"Quienes comparten nuestra niñez, nunca parecen crecer.",Graham Greene (1904-1991) Novelista británico.,SENTIMIENTOS,FE,NULL,NULL,,,
"El nacimiento y la muerte no son dos estados distintos, sino dos aspectos del mismo estado.",Mahatma Gandhi (1869-1948) Político y pensador indio.,SOCIEDAD,RELIGIÓN,IGLESIA,NULL,,,
A más de uno que dice que la vida es breve le parece el día demasiado largo.,Friedrich Hebbel (1813-1863) Poeta y dramaturgo alemán.,SENTIMIENTOS,ENEMISTAD,NULL,NULL,,,
"Describe un círculo, después acarícialo y se convertirá en un circulo vicioso.",Eugene Ionesco (1912-1994) Dramaturgo francés de origen rumano.,MISCELÁNEA,CIELO,NULL,NULL,,,
"La vida es una tragedia para los que sienten, y una comedia para los que piensan.",Jean de la Bruyere (1645-1696) Escritor francés.,DEFECTOS,VICIOS,NULL,NULL,,,
El hombre honrado es el que mide un derecho por su deber.,Herni Dominique Lacordaire (1802-1861) Sacerdote y predicador francés.,MISCELÁNEA,SIN CLASIFICAR,NULL,NULL,,,
"Aunque la verdad de los hechos resplandezca, siempre se batirán los hombres en la trinchera sutil de las interpretaciones.",Gregorio Marañón (1887-1960) Médico y escritor español.,SOCIEDAD,MEDIOS,NULL,NULL,,,
El cálculo nunca hace al héroe.,John H. Newman (1801-1890) Cardenal y escritor británico.,MISCELÁNEA,RIESGOS,NULL,NULL,,,
Ser hombre es ya por sí mismo una circunstancia atenuante,Pitigrilli (1893-1975) Escritor italiano.,MISCELÁNEA,SIN CLASIFICAR,NULL,NULL,,,
"Si quieres comprender la palabra felicidad, tienes que entenderla como recompensa y no como fin.",Antoine de Saint-Exupéry (1900-1944) Escritor francés.,MISCELÁNEA,ESPECIALIZACIÓN,NULL,NULL,,,
"Si quieres conocerte, observa la conducta de los demás. Si quieres comprender a los demás, mira en tu propio corazón.",Friedrich Schiller (1759-1805) Poeta y dramaturgo alemán,MISCELÁNEA,DIVERSIÓN,NULL,NULL,,,
"Pesa las opiniones, no las cuentes.",Séneca (2 AC-65) Filósofo latino.,PENSAMIENTO Y RAZÓN,IDEAS,NULL,NULL,,,
No hay ninguna satisfación en ahorcar a un hombre que no se oponga a ello.,George Bernard Shaw (1856-1950) Escritor irlandés.,SENTIMIENTOS,MIEDO,TEMOR,NULL,,,
"Cuando los ricos se hacen la guerra, son los pobres los que mueren.",Jean Paul Sartre (1905-1980) Filósofo y escritor francés.,SOCIEDAD,MULTITUD,NULL,NULL,,,
"Los hombres son crueles, pero el hombre es bueno.",Rabindranath Tagore (1861-1941) Filósofo y escritor indio.,SOCIEDAD,NULL,NULL,NULL,,,
"Obra de modo que merezcas a tu propio juicio y a juicio de los demás la eternidad, que te hagas insustituible, que no merezcas morir.",Miguel de Unamuno (1864-1936) Filósofo y escritor español.,SOCIEDAD,NULL,NULL,NULL,,,
Desventurado el hombre que no tiene quien le amoneste cuando tiene necesidad de ello.,Juan Luis Vives (1492-1540) Humanista y filósofo español.,SOCIEDAD,LIBERTAD,NULL,NULL,,,
La fe comienza donde termina el orgullo.,Félecité de Lamennais (1782-1854) Escritor religioso francés.,SOCIEDAD,LIBERTAD,NULL,NULL,,,
La Iglesia es la caricia del amor de Dios al mundo.,Juan Pablo II (1920-2005) Papa de la iglesia católica.,SOCIEDAD,POLÍTICA,DEMOCRACIA,NULL,,,
Toma consejo de tu enemigo.,Sören Aabye Kierkegaard (1813-1855) Literato y filósofo danés.,SOCIEDAD,LIBERTAD,NULL,NULL,,,
El sabio es quien quiere asomar su cabeza al cielo; y el loco es quien quiere meter el cielo en su cabeza.,Gilbert Keith Chesterton (1874-1936) Escritor británico.,MISCELÁNEA,PATRIA,NULL,NULL,,,
"Si todos los años extirparamos un solo vicio, pronto llegaríamos a ser hombres perfectos.",Thomas De Kempis (1380-1471) Teólogo alemán.,SOCIEDAD,PATRIOTISMO,NULL,NULL,,,
Da lo que mandas y manda lo que quieras.,San Agustín (354-430) Obispo y filósofo.,SOCIEDAD,PATRIOTISMO,NULL,NULL,,,
Los medios de comunicación han acostumbrado a ciertos sectores sociales a escuchar lo que «halaga los oídos».,Juan Pablo II (1920-2005) Papa de la iglesia católica.,SOCIEDAD,PUEBLO,NULL,NULL,,,
Debes perder una mosca para pescar una trucha.,George Herbert (1593-1633) Poeta religioso inglés.,SOCIEDAD,PODER,NULL,NULL,,,
Cada cosa que existe es una virgen que ha de ser amada para hacerse fecunda.,José Ortega y Gasset (1883-1955) Filósofo y ensayista español.,MISCELÁNEA,ESTADO,NULL,NULL,,,
La máxima especialización equivale a la máxima incultura.,José Ortega y Gasset (1883-1955) Filósofo y ensayista español.,MISCELÁNEA,ESTADO,NULL,NULL,,,
Dime cómo te diviertes y te diré quién eres.,José Ortega y Gasset (1883-1955) Filósofo y ensayista español.,PENSAMIENTO Y RAZÓN,VERDAD,NULL,NULL,,,
"En tanto que haya alguien que crea en una idea, la idea vive.",José Ortega y Gasset (1883-1955) Filósofo y ensayista español.,MISCELÁNEA,CONOCER,NULL,NULL,,,
El que ha naufragado tiembla incluso ante las olas tranquilas.,Ovidio (43 AC-17) Poeta latino.,SOCIEDAD,RELIGIÓN,ORACIÓN,NULL,,,
La tiranía de una multitud es una tiranía multiplicada.,Edmund Burke (1729-1797) Político y escritor irlandés.,SOCIEDAD,RELIGIÓN,CRISTIANISMO,NULL,,,
"Fuera de la sociedad, el hombre es una bestia o un dios.",Aristóteles (384 AC-322 AC) Filósofo griego.,MISCELÁNEA,SIN CLASIFICAR,NULL,NULL,,,
"Cuando un hombre encuentra a su pareja, comienza la sociedad.",Emerson (1803-1882) Poeta y pensador estadounidense.,CUALIDADES,HUMILDAD,NULL,NULL,,,
La libertad es la obediencia a la ley que uno mismo se ha trazado.,Jean Jacques Rousseau (1712-1778) Filósofo francés.,SENTIMIENTOS,NECESIDAD,NULL,NULL,,,
"La libertad no es fruto que crezca en todos los climas, y por ello no está al alcance de todos los pueblos.",Jean Jacques Rousseau (1712-1778) Filósofo francés.,SOCIEDAD,MUJERES,NULL,NULL,,,
"La democracia ha surgido de la idea de que sí los hombres son iguales en cualquier respecto, lo son en todos.",Aristóteles (384 AC-322 AC) Filósofo griego.,DEFECTOS,NULL,NULL,NULL,,,
"Los países libres son aquellos en los que son respetados los derechos del hombre y donde las leyes, por consiguiente, son justas.",Maximilian Robespierre (1758-1794) Político y revolucionario francés.,MISCELÁNEA,ACCIÓN,NULL,NULL,,,
"Es hermoso servir a la patria con hechos, y no es absurdo servirla con palabras.",Salustio (83 AC-35 AC) Caius Sallustius Crispus. Historiador latino.,SENTIMIENTOS,AMOR,NULL,NULL,,,
"Toda relación con la tierra, el hábito de labrarla, de trabajar sus minas o simplemente de cazar en ella, engendra el sentimiento de patriotismo.",Emerson (1803-1882) Poeta y pensador estadounidense.,SOCIEDAD,CONDUCTA,NULL,NULL,,,
Nunca se tendrá un mundo tranquilo hasta que se extirpe el patriotismo en la raza humana.,George Bernard Shaw (1856-1950) Escritor irlandés.,SOCIEDAD,MODAS,NULL,NULL,,,
El pueblo es aquella parte del Estado que no sabe lo que quiere.,Friedrich Hegel (1770-1831) Filósofo alemán.,MISCELÁNEA,MEJORAR,NULL,NULL,,,
Nunca he podido concebir cómo un ser racional podría perseguir la felicidad ejerciendo el poder sobre otros.,Thomas Jefferson (1743-1826) Político Estadounidense.,SOCIEDAD,LEYES,NULL,NULL,,,
Los estados poderosos sólo pueden sostenerse por el crimen. Los estados pequeños sólo son virtuosos porque son débiles.,Mijail Bakunin (1814-1876) Revolucionario ruso.,SOCIEDAD,DINERO,NULL,NULL,,,
"El estado es un mecanismo históricamente temporal, una forma transitoria de sociedad.",Mijail Bakunin (1814-1876) Revolucionario ruso.,NATURALEZA,VIDA,VIVIR,NULL,,,
Existirá la verdad aunque el mundo perezca.,San Agustín (354-430) Obispo y filósofo.,MISCELÁNEA,JERARQUÍA,NULL,NULL,,,
Para conocer a la gente hay que ir a su casa.,Goethe (1749-1832) Poeta y dramaturgo alemán.,MISCELÁNEA,OFENDER,NULL,NULL,,,
